IBGE,UF,Município,Tipologia IBGE
315060,MG,PIRACEMA,Rural Adjacente
315070,MG,PIRAJUBA,Intermediário Adjacente
315080,MG,PIRANGA,Rural Adjacente
315090,MG,PIRANGUÇU,Urbano
315100,MG,PIRANGUINHO,Urbano
315110,MG,PIRAPETINGA,Intermediário Adjacente
315120,MG,PIRAPORA,Urbano
315130,MG,PIRAÚBA,Intermediário Adjacente
315140,MG,PITANGUI,Urbano
315150,MG,PIUMHI,Urbano
315160,MG,PLANURA,Urbano
315170,MG,POÇO FUNDO,Rural Adjacente
315180,MG,POÇOS DE CALDAS,Urbano
315190,MG,POCRANE,Rural Adjacente
315200,MG,POMPÉU,Urbano
315210,MG,PONTE NOVA,Urbano
315213,MG,PONTO CHIQUE,Rural Adjacente
315217,MG,PONTO DOS VOLANTES,Rural Adjacente
315220,MG,PORTEIRINHA,Rural Adjacente
315230,MG,PORTO FIRME,Rural Adjacente
315240,MG,POTÉ,Rural Adjacente
315250,MG,POUSO ALEGRE,Urbano
315260,MG,POUSO ALTO,Rural Adjacente
315270,MG,PRADOS,Rural Adjacente
315280,MG,PRATA,Intermediário Adjacente
315290,MG,PRATÁPOLIS,Intermediário Adjacente
315300,MG,PRATINHA,Rural Adjacente
315310,MG,PRESIDENTE BERNARDES,Rural Adjacente
315320,MG,PRESIDENTE JUSCELINO,Rural Adjacente
315330,MG,PRESIDENTE KUBITSCHEK,Rural Adjacente
315340,MG,PRESIDENTE OLEGÁRIO,Intermediário Adjacente
315350,MG,ALTO JEQUITIBÁ,Rural Adjacente
315360,MG,PRUDENTE DE MORAIS,Urbano
315370,MG,QUARTEL GERAL,Rural Adjacente
315380,MG,QUELUZITO,Urbano
315390,MG,RAPOSOS,Urbano
315400,MG,RAUL SOARES,Rural Adjacente
315410,MG,RECREIO,Rural Adjacente
315415,MG,REDUTO,Rural Adjacente
315430,MG,RESPLENDOR,Intermediário Adjacente
315440,MG,RESSAQUINHA,Rural Adjacente
315445,MG,RIACHINHO,Rural Adjacente
315450,MG,RIACHO DOS MACHADOS,Rural Adjacente
315460,MG,RIBEIRÃO DAS NEVES,Urbano
315470,MG,RIBEIRÃO VERMELHO,Urbano
315480,MG,RIO ACIMA,Urbano
315490,MG,RIO CASCA,Rural Adjacente
315500,MG,RIO DOCE,Rural Adjacente
315510,MG,RIO DO PRADO,Rural Remoto
315520,MG,RIO ESPERA,Rural Adjacente
315530,MG,RIO MANSO,Rural Adjacente
315540,MG,RIO NOVO,Intermediário Adjacente
315550,MG,RIO PARANAÍBA,Rural Adjacente
315560,MG,RIO PARDO DE MINAS,Rural Remoto
315570,MG,RIO PIRACICABA,Rural Adjacente
315580,MG,RIO POMBA,Urbano
315590,MG,RIO PRETO,Rural Adjacente
315600,MG,RIO VERMELHO,Rural Adjacente
315610,MG,RITÁPOLIS,Rural Adjacente
315620,MG,ROCHEDO DE MINAS,Rural Adjacente
315630,MG,RODEIRO,Urbano
315640,MG,ROMARIA,Rural Adjacente
315645,MG,ROSÁRIO DA LIMEIRA,Rural Adjacente
315650,MG,RUBELITA,Rural Remoto
315660,MG,RUBIM,Rural Remoto
315670,MG,SABARÁ,Urbano
315680,MG,SABINÓPOLIS,Rural Adjacente
315690,MG,SACRAMENTO,Urbano
315700,MG,SALINAS,Urbano
315710,MG,SALTO DA DIVISA,Intermediário Adjacente
315720,MG,SANTA BÁRBARA,Urbano
315725,MG,SANTA BÁRBARA DO LESTE,Rural Adjacente
315727,MG,"SANTA BÁRBARA DO MONTEVERDE",Rural Adjacente
315730,MG,SANTA BÁRBARA DO TUGÚRIO,Rural Adjacente
315733,MG,SANTA CRUZ DE MINAS,Urbano
315737,MG,SANTA CRUZ DE SALINAS,Rural Adjacente
315740,MG,SANTA CRUZ DO ESCALVADO,Rural Adjacente
315750,MG,SANTA EFIGÊNIA DE MINAS,Rural Adjacente
315760,MG,SANTA FÉ DE MINAS,Rural Adjacente
315765,MG,SANTA HELENA DE MINAS,Rural Adjacente
315770,MG,SANTA JULIANA,Intermediário Adjacente
315780,MG,SANTA LUZIA,Urbano
315800,MG,SANTA MARIA DE ITABIRA,Rural Adjacente
315810,MG,SANTA MARIA DO SALTO,Rural Adjacente
315820,MG,SANTA MARIA DO SUAÇUÍ,Rural Adjacente
315830,MG,SANTANA DA VARGEM,Rural Adjacente
315840,MG,SANTANA DE CATAGUASES,Rural Adjacente
315850,MG,SANTANA DE PIRAPAMA,Rural Adjacente
315860,MG,SANTANA DO DESERTO,Urbano
315870,MG,SANTANA DO GARAMBÉU,Rural Adjacente
315880,MG,SANTANA DO JACARÉ,Intermediário Adjacente
315890,MG,SANTANA DO MANHUAÇU,Rural Adjacente
315895,MG,SANTANA DO PARAÍSO,Urbano
315900,MG,SANTANA DO RIACHO,Rural Adjacente
315910,MG,SANTANA DOS MONTES,Rural Adjacente
315920,MG,SANTA RITA DE CALDAS,Rural Adjacente
315930,MG,SANTA RITA DE JACUTINGA,Rural Adjacente
315935,MG,SANTA RITA DE MINAS,Intermediário Adjacente
315940,MG,SANTA RITA DE IBITIPOCA,Rural Adjacente
315950,MG,SANTA RITA DO ITUETO,Rural Adjacente
315960,MG,SANTA RITA DO SAPUCAÍ,Urbano
315970,MG,SANTA ROSA DA SERRA,Rural Adjacente
315980,MG,SANTA VITÓRIA,Intermediário Adjacente
315990,MG,SANTO ANTÔNIO DO AMPARO,Urbano
316000,MG,SANTO ANTÔNIO DO AVENTUREIRO,Rural Adjacente
316010,MG,SANTO ANTÔNIO DO GRAMA,Intermediário Adjacente
316020,MG,SANTO ANTÔNIO DO ITAMBÉ,Rural Adjacente
316030,MG,SANTO ANTÔNIO DO JACINTO,Rural Adjacente
316040,MG,SANTO ANTÔNIO DO MONTE,Urbano
316045,MG,SANTO ANTÔNIO DO RETIRO,Rural Adjacente
316050,MG,SANTO ANTÔNIO DO RIO ABAIXO,Rural Adjacente
316060,MG,SANTO HIPÓLITO,Rural Adjacente
316070,MG,SANTOS DUMONT,Urbano
316080,MG,SÃO BENTO ABADE,Intermediário Adjacente
316090,MG,SÃO BRÁS DO SUAÇUÍ,Urbano
316095,MG,SÃO DOMINGOS DAS DORES,Rural Adjacente
316100,MG,SÃO DOMINGOS DO PRATA,Rural Adjacente
316105,MG,SÃO FÉLIX DE MINAS,Rural Adjacente
316110,MG,SÃO FRANCISCO,Urbano
316120,MG,SÃO FRANCISCO DE PAULA,Rural Adjacente
316130,MG,SÃO FRANCISCO DE SALES,Intermediário Adjacente
316140,MG,SÃO FRANCISCO DO GLÓRIA,Rural Adjacente
316150,MG,SÃO GERALDO,Rural Adjacente
316160,MG,SÃO GERALDO DA PIEDADE,Rural Adjacente
316165,MG,SÃO GERALDO DO BAIXIO,Rural Adjacente
316170,MG,SÃO GONÇALO DO ABAETÉ,Rural Adjacente
316190,MG,SÃO GONÇALO DO RIO ABAIXO,Rural Adjacente
316200,MG,SÃO GONÇALO DO SAPUCAÍ,Urbano
316210,MG,SÃO GOTARDO,Urbano
316220,MG,SÃO JOÃO BATISTA DO GLÓRIA,Intermediário Adjacente
316225,MG,SÃO JOÃO DA LAGOA,Rural Adjacente
316230,MG,SÃO JOÃO DA MATA,Rural Adjacente
316240,MG,SÃO JOÃO DA PONTE,Rural Adjacente
316245,MG,SÃO JOÃO DAS MISSÕES,Rural Remoto
316250,MG,SÃO JOÃO DEL REI,Urbano
316255,MG,SÃO JOÃO DO MANHUAÇU,Rural Adjacente
316257,MG,SÃO JOÃO DO MANTENINHA,Rural Adjacente
316260,MG,SÃO JOÃO DO ORIENTE,Rural Adjacente
316265,MG,SÃO JOÃO DO PACUÍ,Rural Adjacente
316270,MG,SÃO JOÃO DO PARAÍSO,Rural Adjacente
316280,MG,SÃO JOÃO EVANGELISTA,Rural Adjacente
316290,MG,SÃO JOÃO NEPOMUCENO,Urbano
316292,MG,SÃO JOAQUIM DE BICAS,Urbano
316294,MG,SÃO JOSÉ DA BARRA,Rural Adjacente
316295,MG,SÃO JOSÉ DA LAPA,Urbano
316300,MG,SÃO JOSÉ DA SAFIRA,Rural Adjacente
316310,MG,SÃO JOSÉ DA VARGINHA,Rural Adjacente
316320,MG,SÃO JOSÉ DO ALEGRE,Urbano
316330,MG,SÃO JOSÉ DO DIVINO,Rural Adjacente
316340,MG,SÃO JOSÉ DO GOIABAL,Rural Adjacente
316350,MG,SÃO JOSÉ DO JACURI,Rural Adjacente
316360,MG,SÃO JOSÉ DO MANTIMENTO,Rural Adjacente
316370,MG,SÃO LOURENÇO,Urbano
316380,MG,SÃO MIGUEL DO ANTA,Rural Adjacente
316390,MG,SÃO PEDRO DA UNIÃO,Rural Adjacente
316400,MG,SÃO PEDRO DOS FERROS,Rural Adjacente
316410,MG,SÃO PEDRO DO SUAÇUÍ,Rural Adjacente
316420,MG,SÃO ROMÃO,Rural Adjacente
316430,MG,SÃO ROQUE DE MINAS,Rural Adjacente
316440,MG,SÃO SEBASTIÃO DA BELA VISTA,Rural Adjacente
316443,MG,"SÃO SEBASTIÃO DA VARGEMALEGRE",Rural Adjacente
316447,MG,SÃO SEBASTIÃO DO ANTA,Rural Adjacente
316450,MG,SÃO SEBASTIÃO DO MARANHÃO,Rural Adjacente
316460,MG,SÃO SEBASTIÃO DO OESTE,Rural Adjacente
316470,MG,SÃO SEBASTIÃO DO PARAÍSO,Urbano
316480,MG,SÃO SEBASTIÃO DO RIO PRETO,Rural Adjacente
316490,MG,SÃO SEBASTIÃO DO RIO VERDE,Rural Adjacente
316500,MG,SÃO TIAGO,Rural Adjacente
316510,MG,SÃO TOMÁS DE AQUINO,Rural Adjacente
316530,MG,SÃO VICENTE DE MINAS,Intermediário Adjacente
316540,MG,SAPUCAÍ-MIRIM,Rural Adjacente
316550,MG,SARDOÁ,Rural Adjacente
316553,MG,SARZEDO,Urbano
316555,MG,SETUBINHA,Rural Adjacente
316556,MG,SEM-PEIXE,Rural Adjacente
316557,MG,SENADOR AMARAL,Rural Adjacente
316560,MG,SENADOR CORTES,Rural Adjacente
316570,MG,SENADOR FIRMINO,Rural Adjacente
316580,MG,SENADOR JOSÉ BENTO,Rural Adjacente
316590,MG,SENADOR MODESTINO GONÇALVES,Rural Adjacente
316600,MG,SENHORA DE OLIVEIRA,Rural Adjacente
316610,MG,SENHORA DO PORTO,Rural Adjacente
316620,MG,SENHORA DOS REMÉDIOS,Rural Adjacente
316630,MG,SERICITA,Rural Adjacente
316640,MG,SERITINGA,Rural Adjacente
316650,MG,SERRA AZUL DE MINAS,Rural Adjacente
316660,MG,SERRA DA SAUDADE,Rural Adjacente
316670,MG,SERRA DOS AIMORÉS,Intermediário Adjacente
316680,MG,SERRA DO SALITRE,Rural Adjacente
316690,MG,SERRANIA,Intermediário Adjacente
316695,MG,SERRANÓPOLIS DE MINAS,Rural Adjacente
316700,MG,SERRANOS,Rural Adjacente
316710,MG,SERRO,Rural Adjacente
316720,MG,SETE LAGOAS,Urbano
316730,MG,SILVEIRÂNIA,Rural Adjacente
316740,MG,SILVIANÓPOLIS,Rural Adjacente
316750,MG,SIMÃO PEREIRA,Urbano
316760,MG,SIMONÉSIA,Rural Adjacente
316770,MG,SOBRÁLIA,Rural Adjacente
316780,MG,SOLEDADE DE MINAS,Rural Adjacente
316790,MG,TABULEIRO,Rural Adjacente
316800,MG,TAIOBEIRAS,Urbano
316805,MG,TAPARUBA,Rural Adjacente
316810,MG,TAPIRA,Rural Adjacente
316820,MG,TAPIRAÍ,Rural Adjacente
316830,MG,TAQUARAÇU DE MINAS,Rural Adjacente
316840,MG,TARUMIRIM,Rural Adjacente
316850,MG,TEIXEIRAS,Rural Adjacente
316860,MG,TEÓFILO OTONI,Urbano
316870,MG,TIMÓTEO,Urbano
316880,MG,TIRADENTES,Urbano
316890,MG,TIROS,Rural Adjacente
316900,MG,TOCANTINS,Urbano
316910,MG,TOLEDO,Rural Adjacente
316920,MG,TOMBOS,Rural Adjacente
316930,MG,TRÊS CORAÇÕES,Urbano
316935,MG,TRÊS MARIAS,Urbano
316940,MG,TRÊS PONTAS,Urbano
316950,MG,TUMIRITINGA,Rural Adjacente
316960,MG,TUPACIGUARA,Urbano
316970,MG,TURMALINA,Intermediário Adjacente
316980,MG,TURVOLÂNDIA,Rural Adjacente
316990,MG,UBÁ,Urbano
317000,MG,UBAÍ,Rural Adjacente
317005,MG,UBAPORANGA,Rural Adjacente
317010,MG,UBERABA,Urbano
317020,MG,UBERLÂNDIA,Urbano
317030,MG,UMBURATIBA,Rural Adjacente
317040,MG,UNAÍ,Urbano
317043,MG,UNIÃO DE MINAS,Rural Adjacente
317047,MG,URUANA DE MINAS,Rural Adjacente
317050,MG,URUCÂNIA,Rural Adjacente
317052,MG,URUCUIA,Rural Adjacente
317057,MG,VARGEM ALEGRE,Intermediário Adjacente
317060,MG,VARGEM BONITA,Rural Adjacente
317065,MG,VARGEM GRANDE DO RIO PARDO,Rural Remoto
317070,MG,VARGINHA,Urbano
317075,MG,VARJÃO DE MINAS,Intermediário Adjacente
317080,MG,VÁRZEA DA PALMA,Urbano
317090,MG,VARZELÂNDIA,Rural Adjacente
317100,MG,VAZANTE,Urbano
317103,MG,VERDELÂNDIA,Rural Adjacente
317107,MG,VEREDINHA,Rural Adjacente
317110,MG,VERÍSSIMO,Rural Adjacente
317115,MG,VERMELHO NOVO,Rural Adjacente
317120,MG,VESPASIANO,Urbano
317130,MG,VIÇOSA,Urbano
317140,MG,VIEIRAS,Rural Adjacente
317150,MG,MATHIAS LOBATO,Rural Adjacente
317160,MG,VIRGEM DA LAPA,Rural Remoto
317170,MG,VIRGÍNIA,Rural Adjacente
317180,MG,VIRGINÓPOLIS,Rural Adjacente
317190,MG,VIRGOLÂNDIA,Rural Adjacente
317200,MG,VISCONDE DO RIO BRANCO,Urbano
317210,MG,VOLTA GRANDE,Rural Adjacente
317220,MG,WENCESLAU BRAZ,Urbano
320010,ES,AFONSO CLÁUDIO,Rural Adjacente
320016,ES,ÁGUA DOCE DO NORTE,Rural Adjacente
320020,ES,ALEGRE,Intermediário Adjacente
320030,ES,ALFREDO CHAVES,Rural Adjacente
320035,ES,ALTO RIO NOVO,Rural Adjacente
320040,ES,ANCHIETA,Rural Adjacente
320050,ES,APIACÁ,Rural Adjacente
320060,ES,ARACRUZ,Urbano
320070,ES,ATILIO VIVACQUA,Rural Adjacente
320080,ES,BAIXO GUANDU,Intermediário Adjacente
320090,ES,BARRA DE SÃO FRANCISCO,Rural Adjacente
320100,ES,BOA ESPERANÇA,Rural Adjacente
320110,ES,BOM JESUS DO NORTE,Urbano
320115,ES,BREJETUBA,Rural Adjacente
320120,ES,CACHOEIRO DE ITAPEMIRIM,Urbano
320130,ES,CARIACICA,Urbano
320140,ES,CASTELO,Intermediário Adjacente
320150,ES,COLATINA,Urbano
320160,ES,CONCEIÇÃO DA BARRA,Intermediário Adjacente
320170,ES,CONCEIÇÃO DO CASTELO,Rural Adjacente
320180,ES,DIVINO DE SÃO LOURENÇO,Rural Adjacente
320190,ES,DOMINGOS MARTINS,Rural Adjacente
320200,ES,DORES DO RIO PRETO,Rural Adjacente
320210,ES,ECOPORANGA,Rural Adjacente
320220,ES,FUNDÃO,Urbano
320225,ES,GOVERNADOR LINDENBERG,Rural Adjacente
320230,ES,GUAÇUÍ,Intermediário Adjacente
320240,ES,GUARAPARI,Urbano
320245,ES,IBATIBA,Intermediário Adjacente
320250,ES,IBIRAÇU,Intermediário Adjacente
320255,ES,IBITIRAMA,Rural Adjacente
320260,ES,ICONHA,Rural Adjacente
320265,ES,IRUPI,Rural Adjacente
320270,ES,ITAGUAÇU,Rural Adjacente
320280,ES,ITAPEMIRIM,Intermediário Adjacente
320290,ES,ITARANA,Rural Adjacente
320300,ES,IÚNA,Intermediário Adjacente
320305,ES,JAGUARÉ,Intermediário Adjacente
320310,ES,JERÔNIMO MONTEIRO,Rural Adjacente
320313,ES,JOÃO NEIVA,Intermediário Adjacente
320316,ES,LARANJA DA TERRA,Rural Adjacente
320320,ES,LINHARES,Urbano
320330,ES,MANTENÓPOLIS,Rural Adjacente
320332,ES,MARATAÍZES,Intermediário Adjacente
320334,ES,MARECHAL FLORIANO,Rural Adjacente
320340,ES,MIMOSO DO SUL,Rural Adjacente
320350,ES,MONTANHA,Intermediário Adjacente
320360,ES,MUCURICI,Rural Adjacente
320370,ES,MUNIZ FREIRE,Rural Adjacente
320380,ES,MUQUI,Rural Adjacente
320390,ES,NOVA VENÉCIA,Urbano
320400,ES,PANCAS,Rural Adjacente
320405,ES,PEDRO CANÁRIO,Intermediário Adjacente
320410,ES,PINHEIROS,Intermediário Adjacente
320420,ES,PIÚMA,Urbano
320425,ES,PONTO BELO,Rural Adjacente
320430,ES,PRESIDENTE KENNEDY,Rural Adjacente
320435,ES,RIO BANANAL,Rural Adjacente
320440,ES,RIO NOVO DO SUL,Rural Adjacente
320450,ES,SANTA LEOPOLDINA,Rural Adjacente
320455,ES,SANTA MARIA DE JETIBÁ,Rural Adjacente
320460,ES,SANTA TERESA,Rural Adjacente
320465,ES,SÃO DOMINGOS DO NORTE,Rural Adjacente
320470,ES,SÃO GABRIEL DA PALHA,Intermediário Adjacente
320480,ES,SÃO JOSÉ DO CALÇADO,Rural Adjacente
320490,ES,SÃO MATEUS,Urbano
320495,ES,SÃO ROQUE DO CANAÃ,Rural Adjacente
320500,ES,SERRA,Urbano
320501,ES,SOORETAMA,Intermediário Adjacente
320503,ES,VARGEM ALTA,Rural Adjacente
320506,ES,VENDA NOVA DO IMIGRANTE,Rural Adjacente
320510,ES,VIANA,Urbano
320515,ES,VILA PAVÃO,Rural Adjacente
320517,ES,VILA VALÉRIO,Rural Adjacente
320520,ES,VILA VELHA,Urbano
320530,ES,VITÓRIA,Urbano
330010,RJ,ANGRA DOS REIS,Urbano
330015,RJ,APERIBÉ,Intermediário Adjacente
330020,RJ,ARARUAMA,Urbano
330022,RJ,AREAL,Urbano
330023,RJ,ARMAÇÃO DOS BÚZIOS,Urbano
330025,RJ,ARRAIAL DO CABO,Urbano
330030,RJ,BARRA DO PIRAÍ,Urbano
330040,RJ,BARRA MANSA,Urbano
330045,RJ,BELFORD ROXO,Urbano
330050,RJ,BOM JARDIM,Rural Adjacente
330060,RJ,BOM JESUS DO ITABAPOANA,Urbano
330070,RJ,CABO FRIO,Urbano
330080,RJ,CACHOEIRAS DE MACACU,Urbano
330093,RJ,CARAPEBUS,Urbano
330095,RJ,COMENDADOR LEVY GASPARIAN,Urbano
330100,RJ,CAMPOS DOS GOYTACAZES,Urbano
330110,RJ,CANTAGALO,Urbano
330115,RJ,CARDOSO MOREIRA,Rural Adjacente
330120,RJ,CARMO,Urbano
330130,RJ,CASIMIRO DE ABREU,Urbano
330140,RJ,CONCEIÇÃO DE MACABU,Urbano
330150,RJ,CORDEIRO,Urbano
330160,RJ,DUAS BARRAS,Rural Adjacente
330170,RJ,DUQUE DE CAXIAS,Urbano
330180,RJ,ENGENHEIRO PAULO DE FRONTIN,Intermediário Adjacente
330185,RJ,GUAPIMIRIM,Urbano
330187,RJ,IGUABA GRANDE,Urbano
330190,RJ,ITABORAÍ,Urbano
330200,RJ,ITAGUAÍ,Urbano
330205,RJ,ITALVA,Rural Adjacente
330210,RJ,ITAOCARA,Intermediário Adjacente
330220,RJ,ITAPERUNA,Urbano
330225,RJ,ITATIAIA,Urbano
330227,RJ,JAPERI,Urbano
330230,RJ,LAJE DO MURIAÉ,Rural Adjacente
330240,RJ,MACAÉ,Urbano
330245,RJ,MACUCO,Intermediário Adjacente
330250,RJ,MAGÉ,Urbano
330260,RJ,MANGARATIBA,Urbano
330270,RJ,MARICÁ,Urbano
330280,RJ,MENDES,Intermediário Adjacente
330285,RJ,MESQUITA,Urbano
330290,RJ,MIGUEL PEREIRA,Urbano
330300,RJ,MIRACEMA,Urbano
330310,RJ,NATIVIDADE,Rural Adjacente
330320,RJ,NILÓPOLIS,Urbano
330330,RJ,NITERÓI,Urbano
330340,RJ,NOVA FRIBURGO,Urbano
330350,RJ,NOVA IGUAÇU,Urbano
330360,RJ,PARACAMBI,Urbano
330370,RJ,PARAÍBA DO SUL,Urbano
330380,RJ,PARATY,Intermediário Adjacente
330385,RJ,PATY DO ALFERES,Urbano
330390,RJ,PETRÓPOLIS,Urbano
330395,RJ,PINHEIRAL,Urbano
330400,RJ,PIRAÍ,Intermediário Adjacente
330410,RJ,PORCIÚNCULA,Intermediário Adjacente
330412,RJ,QUATIS,Urbano
330414,RJ,QUEIMADOS,Urbano
330415,RJ,QUISSAMÃ,Intermediário Adjacente
330420,RJ,RESENDE,Urbano
330430,RJ,RIO BONITO,Urbano
330440,RJ,RIO CLARO,Rural Adjacente
330450,RJ,RIO DAS FLORES,Rural Adjacente
330452,RJ,RIO DAS OSTRAS,Urbano
330455,RJ,RIO DE JANEIRO,Urbano
330460,RJ,SANTA MARIA MADALENA,Rural Adjacente
330470,RJ,SANTO ANTÔNIO DE PÁDUA,Urbano
330475,RJ,SÃO FRANCISCO DE ITABAPOANA,Rural Adjacente
330480,RJ,SÃO FIDÉLIS,Intermediário Adjacente
330490,RJ,SÃO GONÇALO,Urbano
330500,RJ,SÃO JOÃO DA BARRA,Urbano
330510,RJ,SÃO JOÃO DE MERITI,Urbano
330513,RJ,SÃO JOSÉ DE UBÁ,Rural Adjacente
330515,RJ,SÃO JOSÉ DO VALE DO RIO PRETO,Rural Adjacente
330520,RJ,SÃO PEDRO DA ALDEIA,Urbano
330530,RJ,SÃO SEBASTIÃO DO ALTO,Rural Adjacente
330540,RJ,SAPUCAIA,Rural Adjacente
330550,RJ,SAQUAREMA,Urbano
330555,RJ,SEROPÉDICA,Urbano
330560,RJ,SILVA JARDIM,Rural Adjacente
330570,RJ,SUMIDOURO,Rural Adjacente
330575,RJ,TANGUÁ,Urbano
330580,RJ,TERESÓPOLIS,Urbano
330590,RJ,TRAJANO DE MORAES,Rural Adjacente
330600,RJ,TRÊS RIOS,Urbano
330610,RJ,VALENÇA,Urbano
330615,RJ,VARRE-SAI,Rural Adjacente
330620,RJ,VASSOURAS,Intermediário Adjacente
330630,RJ,VOLTA REDONDA,Urbano
350010,SP,ADAMANTINA,Urbano
350020,SP,ADOLFO,Rural Adjacente
350030,SP,AGUAÍ,Urbano
350040,SP,ÁGUAS DA PRATA,Urbano
350050,SP,ÁGUAS DE LINDÓIA,Intermediário Adjacente
350055,SP,ÁGUAS DE SANTA BÁRBARA,Rural Adjacente
350060,SP,ÁGUAS DE SÃO PEDRO,Intermediário Adjacente
350070,SP,AGUDOS,Urbano
350075,SP,ALAMBARI,Urbano
350080,SP,ALFREDO MARCONDES,Urbano
350090,SP,ALTAIR,Rural Adjacente
350110,SP,ALTO ALEGRE,Rural Adjacente
350115,SP,ALUMÍNIO,Urbano
350120,SP,ÁLVARES FLORENCE,Rural Adjacente
350130,SP,ÁLVARES MACHADO,Urbano
350140,SP,ÁLVARO DE CARVALHO,Rural Adjacente
350150,SP,ALVINLÂNDIA,Rural Adjacente
350160,SP,AMERICANA,Urbano
350170,SP,AMÉRICO BRASILIENSE,Urbano
350180,SP,AMÉRICO DE CAMPOS,Rural Adjacente
350190,SP,AMPARO,Urbano
350200,SP,ANALÂNDIA,Rural Adjacente
350210,SP,ANDRADINA,Urbano
350220,SP,ANGATUBA,Intermediário Adjacente
350230,SP,ANHEMBI,Rural Adjacente
350240,SP,ANHUMAS,Urbano
350250,SP,APARECIDA,Urbano
350260,SP,APARECIDA D'OESTE,Intermediário Adjacente
350270,SP,APIAÍ,Intermediário Adjacente
350275,SP,ARAÇARIGUAMA,Intermediário Adjacente
350280,SP,ARAÇATUBA,Urbano
350290,SP,ARAÇOIABA DA SERRA,Urbano
350300,SP,ARAMINA,Intermediário Adjacente
350310,SP,ARANDU,Intermediário Adjacente
350315,SP,ARAPEÍ,Rural Adjacente
350320,SP,ARARAQUARA,Urbano
350330,SP,ARARAS,Urbano
350335,SP,ARCO-ÍRIS,Rural Adjacente
350340,SP,AREALVA,Rural Adjacente
350350,SP,AREIAS,Rural Adjacente
350360,SP,AREIÓPOLIS,Intermediário Adjacente
350370,SP,ARIRANHA,Intermediário Adjacente
350380,SP,ARTUR NOGUEIRA,Urbano
350390,SP,ARUJÁ,Urbano
350395,SP,ASPÁSIA,Rural Adjacente
350400,SP,ASSIS,Urbano
350410,SP,ATIBAIA,Urbano
350420,SP,AURIFLAMA,Urbano
350430,SP,AVAÍ,Rural Adjacente
350440,SP,AVANHANDAVA,Intermediário Adjacente
350450,SP,AVARÉ,Urbano
350460,SP,BADY BASSITT,Urbano
350470,SP,BALBINOS,Intermediário Adjacente
350480,SP,BÁLSAMO,Urbano
350490,SP,BANANAL,Rural Adjacente
350510,SP,BARBOSA,Intermediário Adjacente
350520,SP,BARIRI,Urbano
350530,SP,BARRA BONITA,Urbano
350535,SP,BARRA DO CHAPÉU,Rural Adjacente
350540,SP,BARRA DO TURVO,Rural Adjacente
350550,SP,BARRETOS,Urbano
350560,SP,BARRINHA,Urbano
350570,SP,BARUERI,Urbano
350580,SP,BASTOS,Urbano
350590,SP,BATATAIS,Urbano
350600,SP,BAURU,Urbano
350610,SP,BEBEDOURO,Urbano
350620,SP,BENTO DE ABREU,Rural Adjacente
350630,SP,BERNARDINO DE CAMPOS,Intermediário Adjacente
350635,SP,BERTIOGA,Urbano
350640,SP,BILAC,Intermediário Adjacente
350650,SP,BIRIGUI,Urbano
350660,SP,BIRITIBA-MIRIM,Urbano
350670,SP,BOA ESPERANÇA DO SUL,Urbano
350680,SP,BOCAINA,Intermediário Adjacente
350690,SP,BOFETE,Rural Adjacente
350700,SP,BOITUVA,Urbano
350710,SP,BOM JESUS DOS PERDÕES,Urbano
350715,SP,BOM SUCESSO DE ITARARÉ,Rural Adjacente
350720,SP,BORÁ,Rural Adjacente
350730,SP,BORACÉIA,Intermediário Adjacente
350740,SP,BORBOREMA,Urbano
350745,SP,BOREBI,Rural Adjacente
350750,SP,BOTUCATU,Urbano
350760,SP,BRAGANÇA PAULISTA,Urbano
350770,SP,BRAÚNA,Urbano
350775,SP,BREJO ALEGRE,Urbano
350780,SP,BRODOWSKI,Urbano
350790,SP,BROTAS,Urbano
350800,SP,BURI,Urbano
350810,SP,BURITAMA,Urbano
350820,SP,BURITIZAL,Intermediário Adjacente
350830,SP,CABRÁLIA PAULISTA,Intermediário Adjacente
350840,SP,CABREÚVA,Urbano
350850,SP,CAÇAPAVA,Urbano
350860,SP,CACHOEIRA PAULISTA,Urbano
350870,SP,CACONDE,Intermediário Adjacente
350880,SP,CAFELÂNDIA,Urbano
350890,SP,CAIABU,Urbano
350910,SP,CAIUÁ,Rural Adjacente
350920,SP,CAJAMAR,Urbano
350925,SP,CAJATI,Intermediário Adjacente
350930,SP,CAJOBI,Intermediário Adjacente
350940,SP,CAJURU,Urbano
350945,SP,CAMPINA DO MONTE ALEGRE,Rural Adjacente
350950,SP,CAMPINAS,Urbano
350960,SP,CAMPO LIMPO PAULISTA,Urbano
350970,SP,CAMPOS DO JORDÃO,Urbano
350980,SP,CAMPOS NOVOS PAULISTA,Intermediário Adjacente
350990,SP,CANANÉIA,Rural Adjacente
350995,SP,CANAS,Urbano
351000,SP,CÂNDIDO MOTA,Urbano
351010,SP,CÂNDIDO RODRIGUES,Rural Adjacente
351015,SP,CANITAR,Urbano
351020,SP,CAPÃO BONITO,Urbano
351030,SP,CAPELA DO ALTO,Rural Adjacente
351040,SP,CAPIVARI,Urbano
351050,SP,CARAGUATATUBA,Urbano
351060,SP,CARAPICUÍBA,Urbano
351070,SP,CARDOSO,Rural Adjacente
351080,SP,CASA BRANCA,Intermediário Adjacente
351090,SP,CÁSSIA DOS COQUEIROS,Rural Adjacente
351100,SP,CASTILHO,Intermediário Adjacente
